,Assignment,DocumentNo,BusA,Type,Tx,PBk,Clrng_doc.,Text,CoCd,Supplier,Account,G/L,Supplier_Name,Pur._Doc.,Doc._Date,Amt_in_loc.cur.,Clearing,Pstng_Date,Column1,Net_due_dt,Arrers,Arrear,Discont,Day1,Day2,Net,Entity,IC,Net_due_d-clearing_d,Paid_T/F,Inv_Type,Pay_term_in_days,Payment_Term_desc,PT_Category,doc_type
12111,2405-09-0045114,7200057523,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742593.0,31.05.2024,17.83,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12112,2405-09-0044976,7200057524,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742584.0,31.05.2024,162.45,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12113,2405-09-0045112,7200057525,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742581.0,31.05.2024,112.5,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12114,2405-09-0045130,7200057526,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742586.0,31.05.2024,478.84,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12115,2405-09-0045108,7200057527,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742574.0,31.05.2024,168.97,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12116,2405-09-0045119,7200057528,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742571.0,31.05.2024,274.56,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12117,2405-09-0045111,7200057529,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742569.0,31.05.2024,17.46,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12118,2405-09-0045128,7200057530,,debit,85,,55219716,,520,610191,610191,162000,martens & augustin Bürodienst GmbH,4503742566.0,31.05.2024,679.67,26.06.2024,04.06.2024,6.2024,15.07.2024,-4,-19,False,30,45,0,TKFT,NO,19,True,PO,45,innerhalb von 30 Tagen 2 % Skonto,< 30 day,PO Invoices
12119,24603750,7200058120,,debit,85,,55219592,,520,610919,610919,162000,Meinert GmbH,4503741881.0,10.06.2024,461.07,18.06.2024,17.06.2024,6.2024,10.07.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
12121,901718790,7200057703,,debit,85,,55219593,,520,611810,611810,162000,Wieland Electric GmbH,4503740280.0,05.06.2024,387.77,18.06.2024,07.06.2024,6.2024,05.07.2024,-1,-17,False,14,30,0,TKFT,NO,17,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12122,2405/052554,7200057432,,debit,85,,55219594,,520,614404,614404,162000,AnodiTec Hamburg GmbH & Co. KG,4503736568.0,24.05.2024,1187.61,18.06.2024,31.05.2024,5.2024,23.06.2024,15,-5,False,10,30,0,TKFT,NO,5,True,PO,30,innerhalb von 10 Tagen 3 % Skonto,< 30 day,PO Invoices
12123,1020000338210,7200056551,,debit,85,,55219415,,520,614728,614728,162000,Friedrich Zufall GmbH & Co. KG,,15.05.2024,436.65,05.06.2024,17.05.2024,5.2024,25.05.2024,11,11,True,10,0,0,TKFT,NO,-11,False,PO,10,not found,no pt,PO Invoices
12124,1020000340288,7200057588,,debit,85,,55219595,,520,614728,614728,162000,Friedrich Zufall GmbH & Co. KG,,23.05.2024,385.68,18.06.2024,05.06.2024,6.2024,22.06.2024,-4,-4,True,30,0,0,TKFT,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12125,8217606078,7200056232,,debit,85,,55219334,,520,620311,620311,162000,Schneider Electric GmbH,4503724263.0,06.05.2024,1400.63,05.06.2024,09.05.2024,5.2024,05.07.2024,0,-30,False,30,60,0,TKFT,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12126,8217610160,7200056401,,debit,85,,55219334,,520,620311,620311,162000,Schneider Electric GmbH,4503715509.0,10.05.2024,173.19,05.06.2024,15.05.2024,5.2024,09.07.2024,-4,-34,False,30,60,0,TKFT,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12127,8217614649,7200056528,,debit,85,,55219474,,520,620311,620311,162000,Schneider Electric GmbH,4503689764.0,15.05.2024,549.08,12.06.2024,16.05.2024,5.2024,14.07.2024,-2,-32,False,30,60,0,TKFT,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12128,8217614650,7200056529,,debit,85,,55219474,,520,620311,620311,162000,Schneider Electric GmbH,4503727820.0,15.05.2024,155.47,12.06.2024,16.05.2024,5.2024,14.07.2024,-2,-32,False,30,60,0,TKFT,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12129,8217621619,7200056945,,debit,85,,55219596,,520,620311,620311,162000,Schneider Electric GmbH,4503737995.0,23.05.2024,440.78,18.06.2024,27.05.2024,5.2024,22.07.2024,-4,-34,False,30,60,0,TKFT,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12130,8217606076,7200057288,,debit,85,,55219334,,520,620311,620311,162000,Schneider Electric GmbH,4503709206.0,06.05.2024,2091.77,05.06.2024,31.05.2024,5.2024,05.07.2024,-25,-55,False,30,60,0,TKFT,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12131,8217606077,7200057289,,debit,85,,55219334,,520,620311,620311,162000,Schneider Electric GmbH,4503720830.0,06.05.2024,616.15,05.06.2024,31.05.2024,5.2024,05.07.2024,0,-30,False,30,60,0,TKFT,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12132,8217628341,7200057412,,debit,85,,55219717,,520,620311,620311,162000,Schneider Electric GmbH,4503740056.0,31.05.2024,432.66,26.06.2024,31.05.2024,5.2024,30.07.2024,-4,-34,False,30,60,0,TKFT,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12133,8217629131,7200057413,,debit,85,,55219717,,520,620311,620311,162000,Schneider Electric GmbH,4503727315.0,31.05.2024,216.81,26.06.2024,31.05.2024,5.2024,30.07.2024,-4,-34,False,30,60,0,TKFT,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12134,8217629132,7200057414,,debit,85,,55219717,,520,620311,620311,162000,Schneider Electric GmbH,4503727175.0,31.05.2024,2095.59,26.06.2024,31.05.2024,5.2024,30.07.2024,-4,-34,False,30,60,0,TKFT,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12135,6677.2024,7200056102,,debit,85,,55219335,2024.03212,520,623194,623194,162000,Emod Motoren GmbH,4503716189.0,06.05.2024,3372.46,05.06.2024,07.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12136,6758.2024,7200056144,,debit,85,,55219335,2024.03687,520,623194,623194,162000,Emod Motoren GmbH,4503722707.0,07.05.2024,2611.01,05.06.2024,08.05.2024,5.2024,06.06.2024,-1,-1,True,30,0,0,TKFT,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12137,6757.2024,7200056145,,debit,85,,55219335,2024.03688,520,623194,623194,162000,Emod Motoren GmbH,4503722708.0,07.05.2024,2611.01,05.06.2024,08.05.2024,5.2024,06.06.2024,-1,-1,True,30,0,0,TKFT,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12138,6712.2024,7200056289,,debit,85,,55219335,2024.03690,520,623194,623194,162000,Emod Motoren GmbH,4503722870.0,07.05.2024,1790.83,05.06.2024,13.05.2024,5.2024,06.06.2024,-1,-1,True,30,0,0,TKFT,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12139,6711.2024,7200056310,,debit,85,,55219335,2024.03711,520,623194,623194,162000,Emod Motoren GmbH,4503722870.0,07.05.2024,1833.67,05.06.2024,14.05.2024,5.2024,06.06.2024,-1,-1,True,30,0,0,TKFT,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12140,6906.2024,7200056448,,debit,85,,55219475,2024.03761,520,623194,623194,162000,Emod Motoren GmbH,4503723365.0,14.05.2024,3467.66,12.06.2024,16.05.2024,5.2024,13.06.2024,-1,-1,True,30,0,0,TKFT,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12141,6884.2024,7200056449,,debit,85,,55219475,2023.07982,520,623194,623194,162000,Emod Motoren GmbH,4503616197.0,13.05.2024,2657.27,12.06.2024,16.05.2024,5.2024,12.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12142,7146.2024,7200056596,,debit,85,,55219475,2024.03850,520,623194,623194,162000,Emod Motoren GmbH,4503724663.0,17.05.2024,2047.76,12.06.2024,21.05.2024,5.2024,16.06.2024,-4,-4,True,30,0,0,TKFT,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12143,7144.2024,7200056597,,debit,85,,55219475,2024.03759,520,623194,623194,162000,Emod Motoren GmbH,4503723346.0,17.05.2024,2264.76,12.06.2024,21.05.2024,5.2024,16.06.2024,-4,-4,True,30,0,0,TKFT,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12144,7145.2024,7200056598,,debit,85,,55219475,,520,623194,623194,162000,Emod Motoren GmbH,4503718400.0,17.05.2024,2223.36,12.06.2024,21.05.2024,5.2024,16.06.2024,-4,-4,True,30,0,0,TKFT,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12145,7422.2024,7200056977,,debit,85,,55219597,2024.03908,520,623194,623194,162000,Emod Motoren GmbH,4503725163.0,24.05.2024,3372.46,18.06.2024,27.05.2024,5.2024,23.06.2024,-5,-5,True,30,0,0,TKFT,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12146,7329.2024,7200056978,,debit,85,,55219597,2024.04876,520,623194,623194,162000,Emod Motoren GmbH,4503737928.0,23.05.2024,71.28,18.06.2024,27.05.2024,5.2024,22.06.2024,-4,-4,True,30,0,0,TKFT,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12147,7427.2024,7200057122,,debit,85,,55219597,2024.01836,520,623194,623194,162000,Emod Motoren GmbH,4503696333.0,24.05.2024,2264.76,18.06.2024,29.05.2024,5.2024,23.06.2024,-5,-5,True,30,0,0,TKFT,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12148,7428.2024,7200057123,,debit,85,,55219597,2024.03989,520,623194,623194,162000,Emod Motoren GmbH,4503726854.0,24.05.2024,2264.76,18.06.2024,29.05.2024,5.2024,23.06.2024,-5,-5,True,30,0,0,TKFT,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12149,7618.2024,7200057177,,debit,85,,55219718,2024.04484,520,623194,623194,162000,Emod Motoren GmbH,4503732753.0,29.05.2024,1783.08,26.06.2024,29.05.2024,5.2024,28.06.2024,-2,-2,True,30,0,0,TKFT,NO,2,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12150,7619.2024,7200057274,,debit,85,,55219718,2024.04486,520,623194,623194,162000,Emod Motoren GmbH,4503732752.0,29.05.2024,1783.08,26.06.2024,31.05.2024,5.2024,28.06.2024,-2,-2,True,30,0,0,TKFT,NO,2,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12151,2521195,7200055838,,debit,85,,55219719,,520,632909,632909,162000,Gossen Metrawatt GmbH,4503720937.0,29.04.2024,631.3,26.06.2024,30.04.2024,4.2024,28.06.2024,44,-2,False,14,60,0,TKFT,NO,2,True,PO,60,innerhalb von 14 Tagen 3 % Skonto,30-60 d,PO Invoices
12152,938241530,7200056961,,debit,85,,55219598,,520,635605,635605,162000,Yaskawa Europe GmbH,5500011971.0,24.05.2024,18303.54,18.06.2024,27.05.2024,5.2024,23.06.2024,-5,-5,True,30,0,0,TKFT,NO,5,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12153,227909499,7200056284,,debit,85,,55219336,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503730887.0,10.05.2024,1639.2,05.06.2024,13.05.2024,5.2024,08.08.2024,-4,-64,False,30,90,0,TKFT,NO,64,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12154,227906558,7200056338,,debit,85,,55219336,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503723965.0,08.05.2024,50.46,05.06.2024,14.05.2024,5.2024,06.08.2024,-2,-62,False,30,90,0,TKFT,NO,62,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12155,227915349,7200056515,,debit,85,,55219476,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503734236.0,14.05.2024,213.61,12.06.2024,16.05.2024,5.2024,12.08.2024,-1,-61,False,30,90,0,TKFT,NO,61,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12156,227924729,7200056626,,debit,85,,55219476,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503731322.0,17.05.2024,12.61,12.06.2024,21.05.2024,5.2024,15.08.2024,-4,-64,False,30,90,0,TKFT,NO,64,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12157,227942177,7200057146,,debit,85,,55219720,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503739353.0,28.05.2024,17.85,26.06.2024,29.05.2024,5.2024,26.08.2024,-1,-61,False,30,90,0,TKFT,NO,61,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12158,227945122,7200057566,,debit,85,,55219720,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503740059.0,29.05.2024,7.74,26.06.2024,04.06.2024,6.2024,27.08.2024,-2,-62,False,30,90,0,TKFT,NO,62,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12159,227946180,7200057567,,debit,85,,55219720,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503723304.0,31.05.2024,176.31,26.06.2024,04.06.2024,6.2024,29.08.2024,-4,-64,False,30,90,0,TKFT,NO,64,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12160,227946194,7200057600,,debit,85,,55219720,,520,635853,635853,162000,Phoenix Contact Deutschland GmbH,4503740420.0,31.05.2024,469.72,26.06.2024,05.06.2024,6.2024,29.08.2024,-4,-64,False,30,90,0,TKFT,NO,64,True,PO,90,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12161,RE240602,7200057542,,debit,85,,55219545,,520,635984,635984,162000,Ingenieurbüro Reimann,4503597007.0,03.06.2024,856.8,12.06.2024,04.06.2024,6.2024,17.06.2024,-5,-5,True,14,0,0,TKFT,NO,5,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
12169,17739,7200056308,,debit,85,,55219478,,520,640752,640752,162000,Elektromaschinen A. Redl GmbH,4503731335.0,19.02.2024,2677.5,12.06.2024,14.05.2024,5.2024,20.03.2024,84,84,True,30,0,0,TKFT,NO,-84,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12170,17738,7200056309,,debit,85,,55219478,,520,640752,640752,162000,Elektromaschinen A. Redl GmbH,4503731335.0,19.02.2024,1231.65,12.06.2024,14.05.2024,5.2024,20.03.2024,84,84,True,30,0,0,TKFT,NO,-84,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12171,RE-202404/52432,7200057582,,debit,85,,55219338,,520,641536,641536,162000,Workwear Shop GmbH,4503727287.0,24.04.2024,1597.22,05.06.2024,05.06.2024,6.2024,24.05.2024,32,12,False,10,30,0,TKFT,NO,-12,False,PO,30,innerhalb von 10 Tagen 4 % Skonto,< 30 day,PO Invoices
12172,RE-202406/52745,7200057704,,debit,85,,55219479,,520,641536,641536,162000,Workwear Shop GmbH,4503737782.0,06.06.2024,141.49,12.06.2024,07.06.2024,6.2024,06.07.2024,-4,-24,False,10,30,0,TKFT,NO,24,True,PO,30,innerhalb von 10 Tagen 4 % Skonto,< 30 day,PO Invoices
12173,59151484,7200057720,,debit,85,,55219723,,520,642773,642773,162000,Klingspor GmbH,4503738999.0,27.05.2024,384.37,26.06.2024,07.06.2024,6.2024,26.06.2024,16,0,False,14,30,0,TKFT,NO,0,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
12174,1706084,7200056263,,debit,85,,55219339,,520,643283,643283,162000,Heinrich Schütt KG GmbH & Co.,4503724248.0,08.05.2024,1130.5,05.06.2024,13.05.2024,5.2024,07.06.2024,-2,-2,True,30,0,0,TKFT,NO,2,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12175,1705104,7200057074,,debit,85,,55219339,,520,643283,643283,162000,Heinrich Schütt KG GmbH & Co.,4503716505.0,08.04.2024,207.76,05.06.2024,29.05.2024,5.2024,08.05.2024,28,28,True,30,0,0,TKFT,NO,-28,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12176,4213751,7200057560,,debit,85,,55219340,,520,643498,643498,162000,Perma-Tec GmbH & Co KG,4503736987.0,31.05.2024,809.97,05.06.2024,04.06.2024,6.2024,30.06.2024,-3,-25,False,8,30,0,TKFT,NO,25,True,PO,30,innerhalb von 8 Tagen 2 % Skonto,< 30 day,PO Invoices
12177,4213819,7200057585,,debit,85,,55219480,,520,643498,643498,162000,Perma-Tec GmbH & Co KG,5500012116.0,04.06.2024,5655.46,12.06.2024,05.06.2024,6.2024,04.07.2024,0,-22,False,8,30,0,TKFT,NO,22,True,PO,30,innerhalb von 8 Tagen 2 % Skonto,< 30 day,PO Invoices
12178,4214367,7200058150,,debit,85,,55219600,,520,643498,643498,162000,Perma-Tec GmbH & Co KG,4503741031.0,11.06.2024,921.35,18.06.2024,17.06.2024,6.2024,11.07.2024,-1,-23,False,8,30,0,TKFT,NO,23,True,PO,30,innerhalb von 8 Tagen 2 % Skonto,< 30 day,PO Invoices
12179,91316460,7200057434,,debit,85,,55219724,,520,643741,643741,162000,ArcelorMittal Stahlhandel GmbH,4503719778.0,31.05.2024,3408.01,26.06.2024,31.05.2024,5.2024,30.06.2024,-4,-4,True,30,0,0,TKFT,NO,4,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12180,9125420044,7200055459,,debit,85,,55219601,,520,646350,646350,162000,Rubix GmbH,4503724228.0,19.04.2024,15.52,18.06.2024,26.04.2024,4.2024,18.06.2024,0,0,True,60,0,0,TKFT,NO,0,True,PO,60,innerhalb von 60 Tagen ohne Abzug,30-60 d,PO Invoices
12181,9125423007,7200055460,,debit,85,,55219601,,520,646350,646350,162000,Rubix GmbH,4503692648.0,20.04.2024,319.52,18.06.2024,26.04.2024,4.2024,19.06.2024,-1,-1,True,60,0,0,TKFT,NO,1,True,PO,60,innerhalb von 60 Tagen ohne Abzug,30-60 d,PO Invoices
12182,818188377,7200056153,,debit,**,,55219341,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,06.05.2024,412.39,05.06.2024,08.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12183,818188376,7200056259,,debit,85,,55219341,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,06.05.2024,316.08,05.06.2024,13.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12184,818218488,7200056452,,debit,85,,55219481,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,13.05.2024,275.77,12.06.2024,16.05.2024,5.2024,12.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12185,818257903,7200056765,,debit,85,,55219602,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,20.05.2024,65.51,18.06.2024,23.05.2024,5.2024,19.06.2024,-1,-1,True,30,0,0,TKFT,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12186,818257902,7200057083,,debit,85,,55219602,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,20.05.2024,274.54,18.06.2024,29.05.2024,5.2024,19.06.2024,-1,-1,True,30,0,0,TKFT,NO,1,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12187,818281741,7200057214,,debit,85,,55219725,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,27.05.2024,18.86,26.06.2024,30.05.2024,5.2024,26.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,not found,no pt,PO Invoices
12188,818281740,7200057215,,debit,85,,55219725,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,27.05.2024,166.24,26.06.2024,30.05.2024,5.2024,26.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12189,818281742,7200057328,,debit,**,,55219725,,520,647268,647268,162000,FedEx Express Deutschland GmbH,,27.05.2024,402.33,26.06.2024,31.05.2024,5.2024,26.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12190,429928,7200056897,,debit,85,,55219342,,520,647547,647547,162000,Karl G. Klemz GmbH,4503727096.0,24.05.2024,876.79,05.06.2024,27.05.2024,5.2024,23.06.2024,-3,-18,False,15,30,0,TKFT,NO,18,True,PO,30,innerhalb von 15 Tagen 3 % Skonto,< 30 day,PO Invoices
12191,430182,7200058033,,debit,85,,55219726,,520,647547,647547,162000,Karl G. Klemz GmbH,4503727096.0,11.06.2024,279.75,26.06.2024,14.06.2024,6.2024,11.07.2024,0,-15,False,15,30,0,TKFT,NO,15,True,PO,30,innerhalb von 15 Tagen 3 % Skonto,< 30 day,PO Invoices
12192,2430407,7200056837,,debit,85,,55219343,,520,647752,647752,162000,Hochgreef + Krahnen GmbH,4503718200.0,22.05.2024,1392.09,05.06.2024,24.05.2024,5.2024,21.06.2024,0,-16,False,14,30,0,TKFT,NO,16,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
12193,392660,7200056841,,debit,85,,55219482,,520,649349,649349,162000,P. Druseidt GmbH & Co. KG,4503717368.0,17.05.2024,289.82,12.06.2024,24.05.2024,5.2024,16.06.2024,16,-4,False,10,30,0,TKFT,NO,4,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12194,393132,7200057714,,debit,85,,55219482,,520,649349,649349,162000,P. Druseidt GmbH & Co. KG,4503729184.0,04.06.2024,289.82,12.06.2024,07.06.2024,6.2024,04.07.2024,-2,-22,False,10,30,0,TKFT,NO,22,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12195,999900289,7200057789,,debit,85,,55219546,,520,657125,657125,162000,Winoa Deutschland GmbH,4503705426.0,08.03.2024,5318.8,12.06.2024,10.06.2024,6.2024,07.04.2024,82,66,False,14,30,0,TKFT,NO,-66,False,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12197,24-03847,7200058202,,debit,85,,55219727,,520,658728,658728,162000,Arthur Krüger GmbH,4503739157.0,12.06.2024,472.19,26.06.2024,18.06.2024,6.2024,12.07.2024,0,-16,False,14,30,0,TKFT,NO,16,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
12198,9402834463,7200056303,,debit,85,,55219344,,520,660009,660009,162000,Hoffmann GmbH,4503705328.0,07.05.2024,49.23,05.06.2024,13.05.2024,5.2024,06.07.2024,-1,-31,False,30,60,0,TKFT,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12199,9402835891,7200056526,,debit,85,,55219483,,520,660009,660009,162000,Hoffmann GmbH,4503734306.0,13.05.2024,237.41,12.06.2024,16.05.2024,5.2024,12.07.2024,0,-30,False,30,60,0,TKFT,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12200,9402835892,7200056527,,debit,85,,55219483,,520,660009,660009,162000,Hoffmann GmbH,4503734297.0,13.05.2024,627.89,12.06.2024,16.05.2024,5.2024,12.07.2024,0,-30,False,30,60,0,TKFT,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12201,9402839418,7200056783,,debit,85,,55219603,,520,660009,660009,162000,Hoffmann GmbH,4503737706.0,21.05.2024,338.08,18.06.2024,23.05.2024,5.2024,20.07.2024,-2,-32,False,30,60,0,TKFT,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12202,9402837556,7200056784,,debit,85,,55219483,,520,660009,660009,162000,Hoffmann GmbH,4503735888.0,15.05.2024,206.49,12.06.2024,23.05.2024,5.2024,14.07.2024,-2,-32,False,30,60,0,TKFT,NO,32,True,PO,60,not found,no pt,PO Invoices
12203,9402838294,7200056785,,debit,85,,55219483,,520,660009,660009,162000,Hoffmann GmbH,4503736197.0,16.05.2024,226.1,12.06.2024,23.05.2024,5.2024,15.07.2024,-3,-33,False,30,60,0,TKFT,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12204,9402839419,7200056987,,debit,85,,55219603,,520,660009,660009,162000,Hoffmann GmbH,4503737693.0,21.05.2024,154.06,18.06.2024,27.05.2024,5.2024,20.07.2024,-2,-32,False,30,60,0,TKFT,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12205,9402841840,7200056988,,debit,85,,55219603,,520,660009,660009,162000,Hoffmann GmbH,4503738842.0,24.05.2024,129.95,18.06.2024,27.05.2024,5.2024,23.07.2024,-5,-35,False,30,60,0,TKFT,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
